name,official_name
sveriges ambassad alger,Sveriges ambassad Alger
sveriges ambassad luanda,Sveriges ambassad Luanda
sveriges honorärkonsulat i angola,Sveriges ambassad Luanda
sveriges ambassad buenos aires,Sveriges ambassad Buenos Aires
sveriges ambassad jerevan,Sveriges ambassad Jerevan
sveriges ambassad armenien,Sveriges ambassad Jerevan
sveriges ambassad canberra,Sveriges ambassad Canberra
sveriges ambassad baku,Sveriges Ambassad Baku
sveriges ambassad dhaka,Sveriges ambassad Dhaka
sveriges ambassad minsk,Sveriges ambassad Minsk
sveriges eu-representation bryssel,Sveriges EU-representation Bryssel
sveriges ständiga representation vid europeiska unionen i bryssel,Sveriges EU-representation Bryssel
sveriges generalkonsulat bryssel,Sveriges generalkonsulat Bryssel
sveriges ambassad la paz,Sveriges ambassad La Paz
sveriges ambassad bolivia,Sveriges ambassad La Paz
sveriges ambassad sarajevo,Sveriges ambassad Sarajevo
sveriges ambassad brasilia,Sveriges ambassad Brasilia
sveriges ambassad ouagadougou,Sveriges ambassad Ouagadougou
svergies ambassad santigao,Svergies ambassad Santigao
sveriges ambassad santiago de chile,Svergies ambassad Santigao
sveriges ambassad bogotá,Sveriges ambassad Bogotá
sveriges ambassad bogotá distrito capital,Sveriges ambassad Bogotá
sveriges ambassad nicosia,Sveriges ambassad Nicosia
sveriges ambassad kinshasa,Sveriges ambassad Kinshasa
sveriges ambassad köpenhamn,Sveriges ambassad Köpenhamn
sveriges ambassad kairo,Sveriges ambassad Kairo
sveriges ambassad tallinn,Sveriges ambassad Tallinn
sveriges ambassad addis abeba,Sveriges ambassad Addis Abeba
sveriges ambassad manila,Sveriges ambassad Manila
sveriges generalkonsulat mariehamn,Sveriges generalkonsulat Mariehamn
sveriges ambassad helsingfors,Sveriges ambassad Helsingfors
sveriges ambassad paris,Sveriges ambassad Paris
"sveriges delegation paris, oecd","Sveriges delegation Paris, OECD"
sveriges representation europarådet strasbourg,Sveriges representation Europarådet Strasbourg
"sveriges representation strasbourg, europarådet",Sveriges representation Europarådet Strasbourg
sveriges delegation unesco paris,Sveriges delegation UNESCO Paris
sveriges ambassad abu dhabi,Sveriges ambassad Abu Dhabi
sveriges ambassad tbilisi,Sveriges ambassad Tbilisi
sveriges ambassad athen,Sveriges ambassad Athen
sveriges ambassad guatemala,Sveriges ambassad Guatemala
sveriges ambassad new delhi,Sveriges ambassad New Delhi
svergies generalkonsulat mumbai,Svergies generalkonsulat Mumbai
sveriges ambassad jakarta,Sveriges ambassad Jakarta
sveriges ambassad bagdad,Sveriges ambassad Bagdad
sveriges ambassad teheran,Sveriges ambassad Teheran
sveriges ambassad reykjavik,Sveriges ambassad Reykjavik
sveriges ambassad tel aviv,Sveriges ambassad Tel Aviv
sveriges generalkonsulat jerusalem,Sveriges generalkonsulat Jerusalem
sveriges ambassad rom,Sveriges ambassad Rom
sveriges ambassad tokyo,Sveriges ambassad Tokyo
sveriges ambassad amman,Sveriges ambassad Amman
sveriges ambassad ottawa,Sveriges ambassad Ottawa
sveriges ambassad nur-sultan,Sveriges Ambassad Nur-Sultan
sveriges ambassad nairobi,Sveriges ambassad Nairobi
sveriges ambassad peking,Sveriges ambassad Peking
sveriges generalkonsulat shanghai,Sveriges generalkonsulat Shanghai
sveriges generalkonsulat hongkong,Sveriges generalkonsulat Hongkong
sveriges ambassad pristina,Sveriges ambassad Pristina
sveriges ambassad  zagreb,Sveriges ambassad  Zagreb
sveriges ambassad havanna,Sveriges ambassad Havanna
sveriges ambassad riga,Sveriges ambassad Riga
sveriges ambassad beirut,Sveriges ambassad Beirut
sveriges ambassad monrovia,Sveriges ambassad Monrovia
sveriges ambassad vilnius,Sveriges ambassad Vilnius
sveriges ambassad skopje,Sveriges ambassad Skopje
sveriges ambassad kuala lumpur,Sveriges ambassad Kuala Lumpur
sveriges ambassad bamako,Sveriges ambassad Bamako
sveriges ambassad rabat,Sveriges ambassad Rabat
sveriges ambassad mexiko,Sveriges ambassad Mexiko
sveriges ambassad maputo,Sveriges ambassad Maputo
sveriges ambassad chisinau,Sveriges ambassad Chisinau
sveriges ambassad haag,Sveriges ambassad Haag
sveriges ambassad abuja,Sveriges ambassad Abuja
sveriges ambassad pyongyang,Sveriges ambassad Pyongyang
sveriges ambassad oslo,Sveriges ambassad Oslo
sveriges ambassad islamabad,Sveriges ambassad Islamabad
sveriges ambassad lima,Sveriges ambassad Lima
sveriges ambassad warszawa,Sveriges ambassad Warszawa
sveriges ambassad lissabon,Sveriges ambassad Lissabon
sveriges ambassad doha,Sveriges ambassad Doha
sveriges ambassad bukarest,Sveriges ambassad Bukarest
sveriges ambassad kigali,Sveriges ambassad Kigali
sveriges ambassad moskva,Sveriges ambassad Moskva
sveriges ambassad riyadh,Sveriges ambassad Riyadh
sveriges ambassad bern,Sveriges ambassad Bern
sveriges fn-representation genève,Sveriges FN-representation Genève
sveriges representation genève,Sveriges FN-representation Genève
sveriges ambassad belgrad,Sveriges ambassad Belgrad
sveriges ambassad singapore,Sveriges ambassad Singapore
sveriges ambassad madrid,Sveriges ambassad Madrid
sveriges ambassad london,Sveriges ambassad London
sveriges ambassad khartoum,Sveriges ambassad Khartoum
sveriges ambassad pretoria,Sveriges ambassad Pretoria
sveriges ambassad seoul,Sveriges ambassad Seoul
sveriges ambassad damaskus,Sveriges ambassad Damaskus
sveriges ambassad dar es salaam,Sveriges ambassad Dar es Salaam
sveriges ambassad bangkok,Sveriges ambassad Bangkok
sveriges ambassad prag,Sveriges ambassad Prag
sveriges ambassad tunis,Sveriges ambassad Tunis
sveriges ambassad tunisien,Sveriges ambassad Tunis
sveriges ambassad ankara,Sveriges ambassad Ankara
sveriges generalkonsulat istanbul,Sveriges generalkonsulat Istanbul
sveriges ambassad berlin,Sveriges ambassad Berlin
sveriges ambassad kampala,Sveriges ambassad Kampala
sveriges ambassad kiev,Sveriges ambassad Kiev
sveriges ambassad budapest,Sveriges ambassad Budapest
sveriges ambassad washington,Sveriges ambassad Washington
sveriges generalkonsulat new york,Sveriges generalkonsulat New York
sveriges fn-representation new york,Sveriges FN-Representation New York
sveriges ständiga representation vid fn i new york,Sveriges FN-Representation New York
sveriges ambassad hanoi,Sveriges ambassad Hanoi
sveriges ambassad lusaka,Sveriges ambassad Lusaka
sveriges ambassad harare,Sveriges ambassad Harare
sveriges ambassad wien,Sveriges ambassad Wien
svergies delegation nato bryssel,Svergies delegation NATO Bryssel
sveriges delegation vid nato i bryssel,Svergies delegation NATO Bryssel
kriminalvårdsnämnden,KRIMINALVÅRDSNÄMNDEN
statens utlandslönenämnd,STATENS UTLANDSLÖNENÄMND
taltidningsnämnden,TALTIDNINGSNÄMNDEN
prövningsnämnden för stöd till kreditinstitut,PRÖVNINGSNÄMNDEN FÖR STÖD TILL KREDITINSTITUT
resegarantinämnden,RESEGARANTINÄMNDEN
e-legitimationsnämnden,E-LEGITIMATIONSNÄMNDEN
bergsstaten,BERGSSTATEN
jämställdhetsnämnden,JÄMSTÄLLDHETSNÄMNDEN
the equal opportunities commission,JÄMSTÄLLDHETSNÄMNDEN
statens personadressregisternämnd,STATENS PERSONADRESSREGISTERNÄMND
statens person- och adressregisternämnd,STATENS PERSONADRESSREGISTERNÄMND
småhusskadenämnden,SMÅHUSSKADENÄMNDEN
rederinämnden,REDERINÄMNDEN
lokala säkerhetsnämnden vid studsvik,LOKALA SÄKERHETSNÄMNDEN VID STUDSVIK
lokala säkerhetsnämnden vid barsebäck,LOKALA SÄKERHETSNÄMNDEN VID BARSEBÄCK
amu-gruppen,AMU-gruppen
affärsverket ffv,Affärsverket FFV
alkohol- och läkemedelssortimentsnämnden,Alkohol- och läkemedelssortimentsnämnden
ansvarsnämnden för biskopar,Ansvarsnämnden för biskopar
arbetarskyddsverket,Arbetarskyddsverket
arbetslivscentrum,Arbetslivscentrum
arbetslivsfonden,Arbetslivsfonden
arbetsmarknadsråd,Arbetsmarknadsråd
arbetsmiljöattaché,Arbetsmiljöattaché
arbetsmiljöfonden,Arbetsmiljöfonden
arbetsmiljöinstitutet,Arbetsmiljöinstitutet
bankinspektionen,Bankinspektionen
barnmiljörådet,Barnmiljörådet
beredningen för internationellt tekniskt-ekonomiskt samarbete,Beredningen för internationellt tekniskt-ekonomiskt samarbete
bits,Beredningen för internationellt tekniskt-ekonomiskt samarbete
bergslagsdelegationen,Bergslagsdelegationen
beslutsgrupper,Beslutsgrupper
besvärsnämnden för högskoleutbildning,Besvärsnämnden för högskoleutbildning
besvärsnämnden för rättshjälpen,Besvärsnämnden för rättshjälpen
biståndskontorschef,Biståndskontorschef
bostadsdomstolen,Bostadsdomstolen
bostadsstyrelsen och länsbostadsnämnderna,Bostadsstyrelsen och länsbostadsnämnderna
bostadsstyrelsens bostadssociala råd,Bostadsstyrelsens bostadssociala råd
bostadsstyrelsens råd för belånings- och värderingsmetoder,Bostadsstyrelsens råd för belånings- och värderingsmetoder
boverkets stadsmiljöråd,Boverkets stadsmiljöråd
brottsskadenämnden,Brottsskadenämnden
bränslenämnden,Bränslenämnden
byggnadsstyrelsen,Byggnadsstyrelsen
centralnämnden för fastighetsdata,Centralnämnden för fastighetsdata
civilbefälhavarna,Civilbefälhavarna
de lokala värderingsnämnderna,De lokala värderingsnämnderna
delegationen för energiförsörjning i sydsverige,Delegationen för energiförsörjning i Sydsverige
delegationen för främjande av miljöanpassad teknik,Delegationen för främjande av miljöanpassad teknik
delegationen för genomförande av vissa eu-program inom utbildning och kompetensutveckling m.m.,Delegationen för genomförande av vissa EU-program inom utbildning och kompetensutveckling m.m.
delegationen för hybrid-dna-frågor,Delegationen för hybrid-DNA-frågor
delegationen för icke-militärt motstånd,Delegationen för icke-militärt motstånd
delegationen för informationsinsatser om europeisk integration,Delegationen för informationsinsatser om europeisk integration
delegationen för prognos- och utvecklingsverksamhet inom transportsektorn,Delegationen för prognos- och utvecklingsverksamhet inom transportsektorn
delegationen för samordning av havsresursverksamheten,Delegationen för samordning av havsresursverksamheten
delegationen för strukturfrågor inom vissa branscher,Delegationen för strukturfrågor inom vissa branscher
delegationen för verkstadsteknisk utveckling,Delegationen för verkstadsteknisk utveckling
delegationen för vetenskaplig och teknisk informationsförsörjning,Delegationen för vetenskaplig och teknisk informationsförsörjning
den statliga skoladministrationen,Den statliga skoladministrationen
det statliga lantmäteriet,Det statliga lantmäteriet
dialekt- och ortnamnsarkiven samt svenskt visarkiv,Dialekt- och ortnamnsarkiven samt Svenskt visarkiv
dialekt- och ortnamnsarkiven samt svenskt visarkiv,Dialekt- och ortnamnsarkiven samt svenskt visarkiv
domkapitlen,Domkapitlen
domänverket,Domänverket
ekonomiska attachéer och finansråd,Ekonomiska attachéer och finansråd
ekonomiska rådet,Ekonomiska rådet
elförsörjningsnämnden,Elförsörjningsnämnden
energiforskningsnämnden,Energiforskningsnämnden
etnografiska museet,Etnografiska museet
exekutionsväsendet,Exekutionsväsendet
fartygsuttagningskommissionen,Fartygsuttagningskommissionen
fiskeristyrelsen och fiskenämnderna,Fiskeristyrelsen och fiskenämnderna
flygplatsnämnden,Flygplatsnämnden
swedish airport board,Flygplatsnämnden
folkens museum - etnografiska,Folkens museum - etnografiska
forskningsdelegationen vid arbetarskyddsstyrelsen,Forskningsdelegationen vid arbetarskyddsstyrelsen
forskningsinstitutet för atomfysik,Forskningsinstitutet för atomfysik
forskningsråden inom utbildningsdepartementets verksamhetsområde,Forskningsråden inom Utbildningsdepartementets verksamhetsområde
forskningsråden inom utbildningsdepartementets verksamhetsområde,Forskningsråden inom utbildningsdepartementets verksamhetsområde
företagshälsovårdsdelegationen vid arbetarskyddsstyrelsen,Företagshälsovårdsdelegationen vid arbetarskyddsstyrelsen
försvarets civilförvaltning,Försvarets civilförvaltning
försvarets fastighetsnämnd,Försvarets fastighetsnämnd
försvarets förvaltningshögskola,Försvarets förvaltningshögskola
försvarets mediecenter,Försvarets mediecenter
försvarets personalnämnd,Försvarets personalnämnd
försvarets rationaliseringsinstitut,Försvarets rationaliseringsinstitut
försvarets underrättelsenämnd,Försvarets underrättelsenämnd
försvarsmaktens flygförarnämnd,Försvarsmaktens flygförarnämnd
försvarsmaktens organisationsmyndighet,Försvarsmaktens organisationsmyndighet
försäkringsinspektionen,Försäkringsinspektionen
försäkringsöverdomstolen,Försäkringsöverdomstolen
försörjningskommissionen,Försörjningskommissionen
handelsflottans pensionsanstalt,Handelsflottans pensionsanstalt
handelssekreterare,Handelssekreterare
importkontoret för u-landsprodukter,Importkontoret för u-landsprodukter
institutet för arbetslivsforskning,Institutet för arbetslivsforskning
instruktion för statens va-nämnd,Instruktion för Statens va-nämnd
kabelnämnden och närradionämnden,Kabelnämnden och Närradionämnden
kabelnämnden och närradionämnden,Kabelnämnden och närradionämnden
kanslersämbetet,Kanslersämbetet
koncessionsnämnden för miljöskydd,Koncessionsnämnden för miljöskydd
krigsarkivet,Krigsarkivet
kriminalvårdsverket,Kriminalvårdsverket
kyrkofondens styrelse,Kyrkofondens styrelse
landsarkiven,Landsarkiven
lantbruksekonomiska samarbetsnämnden,Lantbruksekonomiska samarbetsnämnden
lantbruksråd och lantbruksattaché,Lantbruksråd och lantbruksattaché
lantbruksstyrelsen och lantbruksnämnderna,Lantbruksstyrelsen och lantbruksnämnderna
lantmäterimyndigheterna,Lantmäterimyndigheterna
livsmedelsekonomiska samarbetsnämnden,Livsmedelsekonomiska samarbetsnämnden
lokal värderingsnämnd,Lokal värderingsnämnd
lokala säkerhetsnämnder vid kärntekniska anläggningar,Lokala säkerhetsnämnder vid kärntekniska anläggningar
lotterinämnden,Lotterinämnden
länsbostadsnämnderna,Länsbostadsnämnderna
länsstyrelsernas organisationsnämnd,Länsstyrelsernas organisationsnämnd
länsvägnämnderna,Länsvägnämnderna
lånenämnden för den mindre skeppsfarten,Lånenämnden för den mindre skeppsfarten
manne siegbahninstitutet för fysik,Manne Siegbahninstitutet för fysik
mellankommunala skatterätten,Mellankommunala skatterätten
militärhögskolan,Militärhögskolan
militärledningen,Militärledningen
militärledningens rådgivande nämnd,Militärledningens rådgivande nämnd
myndigheten för avveckling av vissa verksamheter inom totalförsvaret,Myndigheten för avveckling av vissa verksamheter inom totalförsvaret
nordiska afrikainstitutet (scandinavian institute of african studies),Nordiska afrikainstitutet (Scandinavian Institute of African Studies)
nordiska rådets svenska delegation,Nordiska rådets svenska delegation
nordkalottens amu-center,Nordkalottens AMU-center
nämnden för rh-anpassad utbildning,Nämnden för Rh-anpassad utbildning
nämnden för elektronisk förvaltning,Nämnden för elektronisk förvaltning
nämnden för lokalanställda,Nämnden för lokalanställda
nämnden för lön till riksdagens ombudsmän och riksrevisorn,Nämnden för lön till riksdagens ombudsmän och riksrevisorn
nämnden för personalvård för totalförsvarspliktiga,Nämnden för personalvård för totalförsvarspliktiga
nämnden för prövning av statsråds och vissa andra befattningshavares övergångsrestriktioner,Nämnden för prövning av statsråds och vissa andra befattningshavares övergångsrestriktioner
nämnden för rederistöd,Nämnden för rederistöd
nämnden för statens avtalsförsäkringar,Nämnden för statens avtalsförsäkringar
nämnden för statens gruvegendom,Nämnden för statens gruvegendom
nämnden för statliga förnyelsefonder,Nämnden för statliga förnyelsefonder
nämnden för u-landsutbildning,Nämnden för u-landsutbildning
nämnden för undervisningssjukhusens utbyggande,Nämnden för undervisningssjukhusens utbyggande
nämnden för utgivande av förvaltningsrättsliga publikationer,Nämnden för utgivande av förvaltningsrättsliga publikationer
nämnden för utställningar av nutida svensk konst i utlandet,Nämnden för utställningar av nutida svensk konst i utlandet
nämnden för utställningar av svensk konst i utlandet,Nämnden för utställningar av svensk konst i utlandet
nämnden för vapenfriutbildning,Nämnden för vapenfriutbildning
nämnden för vissa statliga pensionsfrågor,Nämnden för vissa statliga pensionsfrågor
nämnden mot etnisk diskriminering,Nämnden mot etnisk diskriminering
näringsfrihetsombudsmannen,Näringsfrihetsombudsmannen
partibidragsnämnden,Partibidragsnämnden
postverket,Postverket
programrådet för forskning för ett avfallssnålt samhälle,Programrådet för forskning för ett avfallssnålt samhälle
programrådet vid studsvik,Programrådet vid Studsvik
prövningsnämnden för bankstödsfrågor,Prövningsnämnden för bankstödsfrågor
psykiatriska nämnden,Psykiatriska nämnden
radionämnden,Radionämnden
regeringskansliets förvaltningskontor,Regeringskansliets förvaltningskontor
regeringsrätten,Regeringsrätten
regionala etikprövningsnämnden,Regionala etikprövningsnämnden
regionala etikprövningsnämnder,Regionala etikprövningsnämnder
regionmusiken,Regionmusiken
regionstyrelserna för högskolan,Regionstyrelserna för högskolan
registernämnden,Registernämnden
riksantikvarieämbetet och statens historiska museer,Riksantikvarieämbetet och statens historiska museer
riksarkivet och landsarkiven,Riksarkivet och landsarkiven
riksdagens överklagandenämnd,Riksdagens överklagandenämnd
rådet för grundläggande högskoleutbildning,Rådet för grundläggande högskoleutbildning
rådet för högpresterande datorsystem,Rådet för högpresterande datorsystem
samrådsnämnden för kärnavfallsfrågor,Samrådsnämnden för kärnavfallsfrågor
sekretariatet för utvärdering av universitet och högskolor,Sekretariatet för utvärdering av universitet och högskolor
sjöfartsregistret,Sjöfartsregistret
sjösäkerhetsrådet,Sjösäkerhetsrådet
skatteför- valtningen,Skatteför- valtningen
skatteförvaltningen,Skatteförvaltningen
skogsstyrelsen och skogsvårdsstyrelserna,Skogsstyrelsen och skogsvårdsstyrelserna
specialattachéer vid utlandsmyndigheterna,Specialattachéer vid utlandsmyndigheterna
statens arbetsgivarverk,Statens arbetsgivarverk
statens arbetsmarknadsnämnd,Statens arbetsmarknadsnämnd
statens arbetsmiljönämnd,Statens arbetsmiljönämnd
statens bakteriologiska laboratorium,Statens bakteriologiska laboratorium
swedish institute for communicable disease control,Statens bakteriologiska laboratorium
smittskyddsinstitutet,Statens bakteriologiska laboratorium
statens chefslönenämnd,Statens chefslönenämnd
statens delegation för rymdverksamhet,Statens delegation för rymdverksamhet
statens elektriska inspektion,Statens elektriska inspektion
statens energiverk,Statens energiverk
statens förhandlingsnämnd,Statens förhandlingsnämnd
statens förlikningsmannaexpedition,Statens förlikningsmannaexpedition
statens giftinformationscentral,Statens giftinformationscentral
statens handikappråd,Statens handikappråd
statens hundskola,Statens hundskola
statens industriverk,Statens industriverk
statens institut för byggnadsforskning,Statens institut för byggnadsforskning
statens institut för läromedel,Statens institut för läromedel
statens institut för läromedelsinformation,Statens institut för läromedelsinformation
statens institut för personalutveckling,Statens institut för personalutveckling
statens jordbruksnämnd,Statens jordbruksnämnd
statens konstmuseer,Statens konstmuseer
statens krigsförsäkringsnämnd,Statens krigsförsäkringsnämnd
statens krigsskadenämnd,Statens krigsskadenämnd
statens kriminaltekniska laboratorium,Statens kriminaltekniska laboratorium
statens kärnbränslenämnd,Statens kärnbränslenämnd
statens lantbrukskemiska laboratorium,Statens lantbrukskemiska laboratorium
statens lokalförsörjningsverk,Statens lokalförsörjningsverk
statens löne- och pensionsverk,Statens löne- och pensionsverk
statens maskinprovningar,Statens maskinprovningar
statens miljömedicinska laboratorium,Statens miljömedicinska laboratorium
statens mät- och provråd,Statens mät- och provråd
statens naturvårdsverk,Statens naturvårdsverk
statens oljelager,Statens oljelager
statens planverk,Statens planverk
statens planverks råd för samhällsplanering,Statens planverks råd för samhällsplanering
statens planverks råd för stål- och betongnormer,Statens planverks råd för stål- och betongnormer
statens planverks tekniska råd,Statens planverks tekniska råd
statens pris- och kartellnämnd,Statens pris- och kartellnämnd
statens pris- och konkurrensverk,Statens pris- och konkurrensverk
statens provningsanstalt,Statens provningsanstalt
statens psykologisk-pedagogiska bibliotek,Statens psykologisk-pedagogiska bibliotek
statens rättskemiska laboratorium,Statens rättskemiska laboratorium
statens rättsläkarstationer,Statens rättsläkarstationer
statens rättspsykiatriska kliniker och stationer,Statens rättspsykiatriska kliniker och stationer
statens råd för byggnadsforskning,Statens råd för byggnadsforskning
statens skolor för vuxna,Statens skolor för vuxna
statens telenämnd,Statens telenämnd
statens tjänstebostadsnämnd,Statens tjänstebostadsnämnd
statens tjänstepensionsnämnd,Statens tjänstepensionsnämnd
statens trygghetsnämnd,Statens trygghetsnämnd
statens ungdomsråd,Statens ungdomsråd
statens vattenfallsverk,Statens vattenfallsverk
statens väg- och trafikinstitut,Statens väg- och trafikinstitut
statsförvaltningens centrala förslagsnämnd,Statsförvaltningens centrala förslagsnämnd
statsrådsarvodesnämnden,Statsrådsarvodesnämnden
statsrådslönenämnden,Statsrådslönenämnden
stiftsnämnderna,Stiftsnämnderna
studiemedelsnämnderna,Studiemedelsnämnderna
styrelsen för sverigebilden,Styrelsen för Sverigebilden
styrelsen för internationellt näringslivsbistånd,Styrelsen för internationellt näringslivsbistånd
swedecorp,Styrelsen för internationellt näringslivsbistånd
styrelsen för lokalradiotillstånd,Styrelsen för lokalradiotillstånd
styrelsen för riksfärdtjänst,Styrelsen för riksfärdtjänst
styrelsen för teknisk utveckling,Styrelsen för teknisk utveckling
styrelsen för u-landsforskning,Styrelsen för u-landsforskning
sarec,Styrelsen för u-landsforskning
"styrelsen för u-landsforskning (swedish agency for research cooperation with developing countries, sarec)","Styrelsen för u-landsforskning (Swedish Agency for Research Cooperation with Developing Countries, SAREC)"
styrelsen för u-landsutbildning i sandö (sandö u-centrum),Styrelsen för u-landsutbildning i Sandö (Sandö U-centrum)
stängselnämnden,Stängselnämnden
svenska eu-programkontoret för utbildning och kompetensutveckling,Svenska EU-programkontoret för utbildning och kompetensutveckling
svenska unescorådet,Svenska Unescorådet
svenska dialoginstitutet för mellanöstern och nordafrika,Svenska dialoginstitutet för Mellanöstern och Nordafrika
svenska unescorådet,Svenska unescorådet
teleanslutningsnämnden,Teleanslutningsnämnden
telestyrelsen,Telestyrelsen
televerket,Televerket
telegrafverket,Televerket
kongl. elecktriska telegraf-werket,Televerket
kongl. telegrafverket,Televerket
kungl. telegrafverket,Televerket
kongliga elecktriska telegraf-werket,Televerket
kongliga telegrafverket,Televerket
kungliga telegrafverket,Televerket
tjänsteförslagsnämnden för domstolsväsendet,Tjänsteförslagsnämnden för domstolsväsendet
tjänsteförslagsnämnden för åklagarväsendet,Tjänsteförslagsnämnden för åklagarväsendet
totalförsvarets tjänstepliktsnämnd,Totalförsvarets tjänstepliktsnämnd
trafiksäkerhetsverket,Trafiksäkerhetsverket
transportforskningsberedningen,Transportforskningsberedningen
transportrådet,Transportrådet
trollhätte kanalverk,Trollhätte kanalverk
trygghetsnämnden,Trygghetsnämnden
universitets- och högskoleämbetet,Universitets- och högskoleämbetet
utrikesdepartementets antagningsnämnd,Utrikesdepartementets antagningsnämnd
utrikesrepresentationen,Utrikesrepresentationen
utrustningsnämnden för universitet och högskolor,Utrustningsnämnden för universitet och högskolor
utskrivningsnämnderna,Utskrivningsnämnderna
valprövningsnämnden,Valprövningsnämnden
vapenfrinämnden,Vapenfrinämnden
vapenfristyrelsen,Vapenfristyrelsen
vuxenutbildningsnämnderna,Vuxenutbildningsnämnderna
värnpliktsnämnden,Värnpliktsnämnden
värnpliktsverket,Värnpliktsverket
växtförädlingsnämnden,Växtförädlingsnämnden
yrkesinspektionen,Yrkesinspektionen
åsbackaskolans resurscenter,Åsbackaskolans resurscenter
artilleristaben,Artilleristaben
artillery staff,Artilleristaben
kunglig majestäts kansli,Kunglig Majestäts kansli
the royal office in sweden,Kunglig Majestäts kansli
kanslikollegium,Kunglig Majestäts kansli
länsstyrelsen i skaraborgs län,Länsstyrelsen i Skaraborgs län
skaraborg county administrative board,Länsstyrelsen i Skaraborgs län
matematikmaskinnämnden,Matematikmaskinnämnden
swedish board for computing machinery,Matematikmaskinnämnden
svenska institutet i alexandria,Svenska institutet i Alexandria
swedish institute alexandria,Svenska institutet i Alexandria
överståthållarämbetet,överståthållarämbetet
over-governors office,överståthållarämbetet
sveriges exportråd,Sveriges exportråd
svenska språknämnden,Svenska språknämnden
svenska kyrkan,Svenska kyrkan
stiftelsen who collaborating centre for international drug monitoring,Stiftelsen WHO Collaborating Centre for International Drug Monitoring
stiftelsen tekniska museet,Stiftelsen Tekniska museet
stiftelsen stockholms internationella fredsforskningsinstitut,Stiftelsen Stockholms internationella fredsforskningsinstitut
stiftelsen nordiska museet,Stiftelsen Nordiska museet
stiftelsen chalmers tekniska högskola,Stiftelsen Chalmers tekniska högskola
nordregio,Nordregio
nordiskt utbildningsprogram för utveckling av social service,Nordiskt utbildningsprogram för utveckling av social service
nordiskt genresurscenter (nordgen),Nordiskt Genresurscenter (Nordgen)
nordiskt center för regional utveckling,Nordiskt center för regional utveckling
nordiska samarbetsorganet för handikappfrågor,Nordiska samarbetsorganet för handikappfrågor
nordiska musikkommittén (nomus),Nordiska musikkommittén (NOMUS)
nordiska läkemedelsnämnden,Nordiska Läkemedelsnämnden
nordiska högskolan för folkhälsovetenskap,Nordiska högskolan för folkhälsovetenskap
nordiska hälsovårdshögskolan (nhv),Nordiska hälsovårdshögskolan (NHV)
nordens folkliga akademi,Nordens folkliga akademi
nord samarbetsorganet för handikappfrågor,Nord samarbetsorganet för handikappfrågor
nord genbanken f jordbr. o trädg.växter (ngb),Nord genbanken f jordbr. o trädg.växter (NGB)
kungliga akademien för de fria konsterna,Kungliga Akademien för de fria konsterna
hällsboskolan,Hällsboskolan
shal,Hällsboskolan
"hällsboskolan, sigtuna",Hällsboskolan
hällsboskolans resurscenter,Hällsboskolan
ericastiftelsen,Ericastiftelsen
ekeskolan,Ekeskolan
ekeskolans resurscenter,Ekeskolan
seke,Ekeskolan
"ekeskolan, örebro",Ekeskolan
avvecklingsmyndigheten för verva,Avvecklingsmyndigheten för Verva
"avvecklingsmyndigheten för utbildningsmyndigheter (vhs, hsv, ipro och krus)","Avvecklingsmyndigheten för utbildningsmyndigheter (VHS, HSV, IPRO och KRUS)"
avvecklingsmyndigheten för sadev och isa,Avvecklingsmyndigheten för SADEV och ISA
avvecklingskommittén för näringsmyndigheter,Avvecklingskommittén för näringsmyndigheter
sveriges ambassad andorra,Sveriges ambassad Andorra
kansliet för de stockholmsbaserade sändebuden,Kansliet för de Stockholmsbaserade sändebuden
sveriges ambassad aruba,Sveriges ambassad Aruba
sveriges ambassad bahrain,Sveriges ambassad Bahrain
kansliet för de stockholmsbaserde sändebuden belize,Kansliet för de Stockholmsbaserde sändebuden Belize
kansliet för de stockholmsbaserade sändebuden benin,Kansliet för de Stockholmsbaserade sändebuden Benin
sveriges ambassad bhutan,Sveriges ambassad Bhutan
sveriges ambassad brunei,Sveriges ambassad Brunei
sveriges ambassad burundi,Sveriges ambassad Burundi
sveriges ambassad centralafrikanska republiken,Sveriges ambassad Centralafrikanska Republiken
sveriges ambassad costa rica,Sveriges ambassad Costa Rica
sveriges ambassad djibouti,Sveriges ambassad Djibouti
sveriges ambassad ecuador,Sveriges ambassad Ecuador
"kinshasa, demokratiska republiken kongo","Kinshasa, Demokratiska republiken Kongo"
sveriges ambassad el salvador,Sveriges ambassad El Salvador
kansliet för de stockholmsbaserade sändebuden elfenbenskusten,Kansliet för de Stockholmsbaserade sändebuden Elfenbenskusten
sveriges ambassad fiji,Sveriges ambassad Fiji
sveriges ambassad gabon,Sveriges ambassad Gabon
sveriges ambassad banjul,Sveriges ambassad Banjul
sveriges ambassad ghana,Sveriges ambassad Ghana
sveriges ambassad gibraltar,Sveriges ambassad Gibraltar
kansliet för de stockholmsbaserade sändebuden guinea,Kansliet för de Stockholmsbaserade sändebuden Guinea
sveriges ambassad guinea-bissau,Sveriges ambassad Guinea-Bissau
sveriges ambassad honduras,Sveriges ambassad Honduras
sveriges ambassad irak,Sveriges ambassad Irak
sveriges ambassad jemen,Sveriges ambassad Jemen
sveriges ambassad kambodja,Sveriges ambassad Kambodja
sveriges ambassad kamerun,Sveriges ambassad Kamerun
sveriges ambassad kap verde,Sveriges ambassad Kap Verde
sveriges ambassad astana,Sveriges ambassad Astana
